"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"21890","25-24-413-011-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23132","25-25-215-017-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"11446","16-12-314-041-0000","218 N FRANCISCO AVE","None","Sold","2001-03-27T00:00:00.000","2003-11-07T00:00:00.000",,,,"2505.0",,,"27","27","EAST GARFIELD PARK","M1-2","60612","03/14/2024",,,,,,"1156939.96450314","1901246.02113718","41.88479137816502","-87.69915045328928","
,  
(41.88479137816502, -87.69915045328928)"
"18568","20-15-109-022-0000","5624 S INDIANA AVE","None","Sold",,,,,,"3381.0",,,"20","40","WASHINGTON PARK","RM-5","60637","03/14/2024",,,,,,"1178430.94460238","1867653.07020471","41.79214693057516","-87.62125567985689","
,  
(41.79214693057516, -87.62125567985689)"
"21154","20-23-213-052-0000","6520 S DORCHESTER AVE","None","Sold",,,,,,"2700.0",,,"20","42","WOODLAWN","RS-2","60637","03/14/2024",,,,,,"1186395.03575954","1861881.31556357","41.77612403630216","-87.59223541912836","
,  
(41.77612403630216, -87.59223541912836)"
"23238","25-25-215-042-0000","12342 S TORRENCE AVE","Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195635.3249235","1823536.88804125","41.67067997428487","-87.55962523397388","
,  
(41.67067997428487, -87.55962523397388)"
"7895","14-18-124-014-0000","4521 N LINCOLN AVE","Revenue Lot","Owned by City",,,,,,"0.0",,,"47","04","LINCOLN SQUARE","B3-2","60625","03/14/2024",,,,,,"1160544.41184975","1930121.43725388","41.9639536505673","-87.68511279876452","
,  
(41.9639536505673, -87.68511279876452)"
"12148","17-20-304-004-0000","1351 W 16TH ST","None","Sold",,,,,,"2750.0",,,"25","31","LOWER WEST SIDE","RT-4","60608","03/14/2024",,,,,,"1167423.96006053","1892092.19996925","41.859453500013295","-87.66091506537802","
,  
(41.859453500013295, -87.66091506537802)"
"22927","25-24-216-041-0000",,"Park District","Leased","2002-02-21T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"18098","20-09-308-009-0000","5221 S HALSTED ST","None","Sold",,,,,,"0.0",,,"20","61","NEW CITY","C1-2","60609","03/14/2024",,,,,,"1171962.83508543","1870112.19974262","41.799039613160055","-87.64490088256234","
,  
(41.799039613160055, -87.64490088256234)"
"20762","20-21-110-016-0000","638 W 64TH ST","None","Sold","1974-10-22T00:00:00.000","2014-10-31T00:00:00.000",,,,"0.0",,,"16","68","ENGLEWOOD","PD 74","0","03/14/2024",,,,,,"1172980.7441117428","1862486.599007759","41.77809170107581","-87.6413930488891","
,  
(41.77809170107581, -87.6413930488891)"
"10605","16-15-313-027-0000","4642 W FIFTH AVE","None","Sold",,,,,,"2025.0",,,"24","25","AUSTIN","M1-2","60644","03/14/2024",,,,,,"1145444.70615176","1895409.06362466","41.8689994185445","-87.74151093720765","
,  
(41.8689994185445, -87.74151093720765)"
"14404","20-03-423-020-0000","537 E 46TH ST","None","Sold","1995-05-12T00:00:00.000","2007-04-19T00:00:00.000",,,,"2997.0",,,"3","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1180809.87","1874547.23000001","41.81101069487525","-87.61232057040304","
,  
(41.81101069487525, -87.61232057040304)"
"59347","20-17-500-008-0000","5853 S MAY ST","DPD - Open Space","Owned by City","2018-11-20T00:00:00.000",,,,,"0.0",,,"16","68","ENGLEWOOD","C1-1","60621","03/14/2024",,,,,,"1168656.36482427","1865998.20018782","41.787822349182214","-87.65714513152083","
,  
(41.787822349182214, -87.65714513152083)"
"15117","20-03-218-020-0000","647 E BOWEN AVE","None","Sold","1992-11-18T00:00:00.000","2003-02-28T00:00:00.000",,,,"2978.0",,,"4","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1181418.62952507","1877526.19483356","41.81917116947131","-87.60999574005497","
,  
(41.81917116947131, -87.60999574005497)"
"35190","16-27-203-057-0000","4228 W OGDEN AVE","None","Sold","2016-07-27T00:00:00.000","2013-12-13T00:00:00.000",,,,"0.0",,,"22","29","NORTH LAWNDALE","C1-2","60623","03/14/2024",,,,,,"1148450.59009162","1888216.32329783","41.849204251156955","-87.73066084894478","
,  
(41.849204251156955, -87.73066084894478)"
"22521","25-25-209-034-0000",,"DPD - Open Space","Owned by City","2001-12-14T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24514","21-32-200-026-0000","8310 S BURLEY AVE","DPD - Large Lots","Sold",,"2017-12-14T00:00:00.000",,,,"0.0",,,"10","46","SOUTH CHICAGO","RT-4","60617","03/14/2024",,,,,,"1199162.61793837","1850424.88856513","41.74437541337762","-87.54581591610827","
,  
(41.74437541337762, -87.54581591610827)"
"9697","16-14-218-006-0000","331 S TRUMBULL AVE","DPD - Large Lots","Sold",,,,,,"5477.0",,,"28","27","EAST GARFIELD PARK","B3-3","60624","03/14/2024",,,,,,"1153570.01403588","1898125.98507332","41.87629734845148","-87.71160847603637","
,  
(41.87629734845148, -87.71160847603637)"
"9399","16-12-107-033-0000","3104 W FRANKLIN BLVD","None","Sold","1999-05-12T00:00:00.000","2012-09-26T00:00:00.000",,,,"3897.0",,,"27","23","HUMBOLDT PARK","M1-2","60612","03/14/2024",,,,,,"1155525.93006628","1903372.08973946","41.89065407339912","-87.7042857870113","
,  
(41.89065407339912, -87.7042857870113)"
"15815","17-31-213-016-0000","3158 S ROBINSON ST","None","Sold",,,,,,"0.0",,,"12","59","MCKINLEY PARK","POS-2","0","03/14/2024",,,,,,"1165985.42918019","1883573.24803717","41.8361074810795","-87.66643829751536","
,  
(41.8361074810795, -87.66643829751536)"
"8764","16-11-101-052-0000","3914 W HURON ST","None","Sold",,"2017-11-14T00:00:00.000",,,,"0.0",,,"37","23","HUMBOLDT PARK","RS-3","60624","03/14/2024",,,,,,"1150069.66479126","1904489.58395049","41.89382861080038","-87.7242948487902","
,  
(41.89382861080038, -87.7242948487902)"
"19480","25-24-431-021-0000","12100 S TORRENCE AVE","Park District","Leased","2007-10-10T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195620.83776461","1825280.25035375","41.675464316747096","-87.55962096499772","
,  
(41.675464316747096, -87.55962096499772)"
"11107","16-12-418-031-0000","2641 W MAYPOLE AVE","None","Sold","1996-04-02T00:00:00.000","2011-12-12T00:00:00.000",,,,"1914.0",,,"27","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1158726.18811435","1900775.43882451","41.883463646769684","-87.69260406041012","
,  
(41.883463646769684, -87.69260406041012)"
"23184","25-24-405-001-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23500","25-24-412-006-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17810","20-08-128-019-0000","5000 S ADA ST","DPD - Large Lots","Sold",,"2017-12-01T00:00:00.000",,,,"0.0",,,"20","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1168078.75262511","1871553.35036567","41.80307877236598","-87.65910324787397","
,  
(41.80307877236598, -87.65910324787397)"
"22953","25-24-431-038-0000","12142 S TORRENCE AVE","Park District","Leased","2007-10-04T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195628.52009747","1824857.05993942","41.67430284493948","-87.55960675522306","
,  
(41.67430284493948, -87.55960675522306)"
"14745","20-07-417-016-0000","5337 S WINCHESTER AVE","DPD - Large Lots","Sold",,,,,,"3121.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1164358.83037218","1869113.05994809","41.79646158225329","-87.67281472281172","
,  
(41.79646158225329, -87.67281472281172)"
"14813","20-07-406-037-0000","5134 S MARSHFIELD AVE","DPD - Real Estate","Sold",,"2016-08-24T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1166117.56978021","1870521.61066514","41.80028954830166","-87.66632518325463","
,  
(41.80028954830166, -87.66632518325463)"
"58948","16-10-202-003-0000","4211 W FERDINAND ST","AIS","Owned by City","1994-04-12T00:00:00.000",,,,,"0.0",,,"28","23","HUMBOLDT PARK","PMD 9","60624","03/14/2024",,,,,,"1148124.08176661","1902828.11773038","41.88930704171295","-87.73148319238237","
,  
(41.88930704171295, -87.73148319238237)"
"10113","16-14-311-014-0000","3709 W LEXINGTON ST","None","Sold",,,,,,"3879.0",,,"24","27","EAST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1151699.04266646","1896353.79646659","41.87147125183771","-87.71852470515678","
,  
(41.87147125183771, -87.71852470515678)"
"23304","25-24-406-001-0000",,"Park District","Leased","2001-10-01T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15906","19-23-200-016-0000","3515 W 63RD ST","None","Sold","1925-07-27T00:00:00.000","2015-04-08T00:00:00.000",,,,"0.0",,,"14","66","CHICAGO LAWN","B3-3","60629","03/14/2024",,,,,,"1153975.62675003","1862514.17172958","41.77856587853886","-87.71106626955915","
,  
(41.77856587853886, -87.71106626955915)"
"23167","25-24-404-016-0000",,"Park District","Leased","2001-09-28T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35188","16-27-203-055-0000","4232 W OGDEN AVE","None","Sold","2016-07-27T00:00:00.000","2013-12-16T00:00:00.000",,,,"0.0",,,"22","29","NORTH LAWNDALE","C1-2","60623","03/14/2024",,,,,,"1148399.23888162","1888219.57079384","41.84921415148479","-87.73084923182361","
,  
(41.84921415148479, -87.73084923182361)"
"16710","20-16-323-022-0000","442 W ENGLEWOOD AVE","DPD - Large Lots","Sold",,,,,,"6439.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174238.82518949","1863586.19556994","41.78108124451104","-87.63674824036224","
,  
(41.78108124451104, -87.63674824036224)"
"10396","16-14-324-023-0000","3854 W GRENSHAW ST","DPD - Large Lots","Sold",,"2017-12-01T00:00:00.000",,,,"0.0",,,"24","29","NORTH LAWNDALE","RT-4","60624","03/14/2024",,,,,,"1150674.62495866","1894855.45638918","41.8673797078462","-87.72232492245662","
,  
(41.8673797078462, -87.72232492245662)"
"22277","25-25-208-008-0000",,"DPD - Open Space","Owned by City","2001-10-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22537","25-25-211-013-0000",,"DPD - Open Space","Owned by City","2001-12-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"58861","19-14-429-035-0000","3414 W 63RD ST","AIS","Owned by City","2006-12-21T00:00:00.000",,,,,"0.0",,,"14","66","CHICAGO LAWN","PD 832","60629","03/14/2024",,,,,,"1154642.06621405","1862737.84726911","41.77916641834233","-87.70861707723256","
,  
(41.77916641834233, -87.70861707723256)"
"13873","16-23-111-027-0000","1329 S INDEPENDENCE BLVD","None","Sold",,,,,,"9590.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1151610.87688275","1893437.32515566","41.8634698551755","-87.7189250344468","
,  
(41.8634698551755, -87.7189250344468)"
"21819","25-25-204-038-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"10883","16-13-112-010-0000","3137 W FIFTH AVE","DOH","Owned by City","2006-10-30T00:00:00.000",,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"28","27","EAST GARFIELD PARK","PD 1529","00000","03/14/2024",,,,,,"1155346.61990001","1898890.69010736","41.878360277304836","-87.70506479417858","
,  
(41.878360277304836, -87.70506479417858)"
"24096","25-05-119-022-0000","8940 S LOOMIS ST","None","Sold",,"2017-06-29T00:00:00.000",,,,"0.0",,,"21","73","WASHINGTON HEIGHTS","B2-1.5","0","03/14/2024",,,,,,"1168474.0099391","1845276.70999173","41.730963763072914","-87.6584098434833","
,  
(41.730963763072914, -87.6584098434833)"
"11511","16-12-316-015-0000","232 N CALIFORNIA AVE","None","Sold",,,,,,"0.0",,,"27","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1157572.05099709","1901426.0554059","41.88527256750443","-87.69682442692994","
,  
(41.88527256750443, -87.69682442692994)"
"24309","25-24-208-044-0000",,"Park District","Leased","2001-07-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"20696","20-21-103-023-0000","619 W 64TH ST","None","Sold",,,,,,"0.0",,,"20","68","ENGLEWOOD","B1-3","0","03/14/2024",,,,,,"1173153.939466281","1862411.8917813806","41.777882869978875","-87.6407603161871","
,  
(41.777882869978875, -87.6407603161871)"
"24393","25-24-214-024-0000",,"Park District","Leased","2001-07-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"20819","20-20-111-046-0000","6456 S LOOMIS BLVD","DPD - Large Lots","Sold",,,,,,"0.0",,,"16","67","WEST ENGLEWOOD","RT-4","60636","03/14/2024",,,,,,"1168015.29513116","1861717.11433464","41.77608833547726","-87.65961865984451","
,  
(41.77608833547726, -87.65961865984451)"
"22864","25-25-214-004-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"7780","13-36-310-024-0000","1805 N ALBANY AVE","None","Sold","2007-03-28T00:00:00.000","2009-08-26T00:00:00.000",,,,"0.0",,,"26","22","LOGAN SQUARE","POS-2","60647","03/14/2024",,,,,,"1155318.63958569","1911843.27771496","41.91390394154983","-87.70481913065079","
,  
(41.91390394154983, -87.70481913065079)"
"19056","20-14-315-014-0000","6239 S INGLESIDE AVE","None","Sold","1996-04-27T00:00:00.000","2012-06-28T00:00:00.000",,,,"0.0",,,"20","42","WOODLAWN","PD 1182","60637","03/14/2024",,,,,,"1183653.56244868","1863627.2409035","41.780979404453866","-87.60223091461992","
,  
(41.780979404453866, -87.60223091461992)"
"16430","20-16-315-010-0000","731 W 61ST ST","DPD - Large Lots","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1172318.36298335","1864321.1454701","41.78314050632177","-87.64376742248571","
,  
(41.78314050632177, -87.64376742248571)"
"14608","20-03-201-052-0000","646 E OAKWOOD BLVD","None","Sold","2001-03-15T00:00:00.000","2012-11-01T00:00:00.000",,,,"1380.0",,,"4","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1181381.51028297","1878904.37521248","41.8229538572808","-87.61008935010656","
,  
(41.8229538572808, -87.61008935010656)"
"34653","25-34-409-007-0000","927 E 134TH PL","DPD - Open Space","Owned by City","2005-01-20T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,,,,,"60827","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"18249","20-08-300-044-0000","5156 S JUSTINE ST","DPD - Large Lots","Sold",,"2017-12-14T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1166789.83705179","1870287.37047407","41.79963242428864","-87.6638664628162","
,  
(41.79963242428864, -87.6638664628162)"
"9248","16-11-408-080-0000","3232 W WALNUT ST","DPD - Large Lots","Sold",,,,,,"2373.0",,,"28","27","EAST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1154642.09975065","1901538.14465756","41.88563928271055","-87.70758077073422","
,  
(41.88563928271055, -87.70758077073422)"
"9485","16-15-422-001-0000","4257 W FILLMORE ST","DPD - Large Lots","Sold",,"2017-12-08T00:00:00.000",,,,"0.0",,,"24","29","NORTH LAWNDALE","RT-4","60624","03/14/2024",,,,,,"1147938.2547709","1894926.73842782","41.86762832043358","-87.73236881362031","
,  
(41.86762832043358, -87.73236881362031)"
"59385","20-22-108-001-0000","201 E 63RD ST","DPD - Open Space","Sold",,"2018-11-20T00:00:00.000",,,,,,,"20","69","GREATER GRAND CROSSING","M1-2",,"03/14/2024",,,,,,"1178911.82539829","1863156.81354372","41.77979782006794","-87.6196292365363","
,  
(41.77979782006794, -87.6196292365363)"
"14024","16-23-427-008-0000","2121 S SPAULDING AVE","None","Sold",,,,,,"2875.0",,,"24","30","SOUTH LAWNDALE","M1-2","60623","03/14/2024",,,,,,"1154782.38003784","1889608.57993514","41.85290047439884","-87.70738507457993","
,  
(41.85290047439884, -87.70738507457993)"
"10431","16-15-223-026-0000","4048 W VAN BUREN ST","DPD - Large Lots","Sold",,"2018-03-06T00:00:00.000",,,,"0.0",,,"28","26","WEST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1149269.22999593","1897807.04005908","41.87550653006344","-87.72740789571061","
,  
(41.87550653006344, -87.72740789571061)"
"34643","25-34-408-005-0000","919 E 134TH ST","None","Owned by City","2005-01-20T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,"10","54","RIVERDALE","RS-2","60827","03/14/2024",,,,,,"1184801.3815514","1816484.8052351","41.65158812414579","-87.59949593769248","
,  
(41.65158812414579, -87.59949593769248)"
"23341","25-25-202-047-0000",,"DPD - Open Space","Owned by City","2001-11-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"9178","16-11-404-009-0000","3437 W CARROLL AVE","None","Sold","2000-10-16T00:00:00.000","2013-04-11T00:00:00.000",,,,"3748.0",,,"28","27","EAST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1153255.73999286","1902075.16037493","41.88714053631679","-87.7126575227969","
,  
(41.88714053631679, -87.7126575227969)"
"8187","16-02-309-030-0000","1008 N HARDING AVE","None","Sold",,,,,,"3126.0",,,"37","23","HUMBOLDT PARK","RS-3","60651","03/14/2024",,,,,,"1149772.45526339","1906503.94960958","41.899362021867134","-87.72533398178106","
,  
(41.899362021867134, -87.72533398178106)"
"12637","17-09-125-006-0000","366 W ERIE ST","DPD - Real Estate","Sold",,"2017-10-31T00:00:00.000",,,,"0.0",,,"42","08","NEAR NORTH SIDE","DX-5","60654","03/14/2024",,,,,,"1173496.51078255","1904793.76045927","41.894174741190035","-87.63824714914527","
,  
(41.894174741190035, -87.63824714914527)"
"19815","20-33-102-032-0000","7932 S LOWE AVE","None","Sold","1996-07-10T00:00:00.000","2000-09-25T00:00:00.000",,,,"0.0",,,"6","71","AUBURN GRESHAM","RS-3","60620","03/14/2024",,,,,,"1173253.46871587","1852142.68455985","41.74970072698426","-87.64069858398891","
,  
(41.74970072698426, -87.64069858398891)"
"22045","25-25-206-011-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24408","25-24-214-052-0000",,"Park District","Leased","2005-01-27T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"19423","20-31-430-032-0000","8642 S ASHLAND AVE","None","Sold","1999-10-18T00:00:00.000","2002-12-16T00:00:00.000",,,,"5125.0",,,"18","71","AUBURN GRESHAM","B3-1","60620","03/14/2024",,,,,,"1167080.48665038","1847217.60870184","41.73631974854303","-87.66345948208622","
,  
(41.73631974854303, -87.66345948208622)"
"16090","17-33-321-017-0000","3841 S HALSTED ST","None","Sold","2001-03-28T00:00:00.000","2006-12-18T00:00:00.000",,,,"11862.0",,,"11","60","BRIDGEPORT","M1-2","60609","03/14/2024",,,,,,"1171701.50623823","1879211.8503372","41.82401570986668","-87.64559217620895","
,  
(41.82401570986668, -87.64559217620895)"
"12270","17-17-113-005-0000","209 S THROOP ST","AIS","Owned by City",,,,,,"0.0",,,"27","28","NEAR WEST SIDE","M1-3","0","03/14/2024",,,,,,"1167816.44009169","1899103.69997128","41.87868517925138","-87.65927229851498","
,  
(41.87868517925138, -87.65927229851498)"
"34422","20-09-111-013-0000","741 W 49TH PL","DPD - Large Lots","Sold",,"2017-12-07T00:00:00.000",,,,"0.0",,,"20","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1172027.55812206","1871941.96853486","41.80405926787705","-87.64460976244311","
,  
(41.80405926787705, -87.64460976244311)"
"12381","17-20-437-012-0000","2040 S HALSTED ST","None","Sold",,,,,,"2695.0",,,"25","31","LOWER WEST SIDE","C1-2","60608","03/14/2024",,,,,,"1171273.89993524","1890183.97000503","41.85413355609104","-87.64683918859849","
,  
(41.85413355609104, -87.64683918859849)"
"15157","20-05-102-046-0000","4011 S PACKERS AVE","None","Sold","2004-12-20T00:00:00.000","2014-12-19T00:00:00.000",,,,"103445.0",,,"11","61","NEW CITY","PMD 8","60609","03/14/2024",,,,,,"1168206.64123061","1878029.5361151","41.82084737028748","-87.65844769695228","
,  
(41.82084737028748, -87.65844769695228)"
"22013","25-24-414-010-0000",,"Park District","Leased","2001-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
