"purchase_order_description","purchase_order_contract_number","revision_number","specification_number","contract_type","start_date","end_date","approval_date","department","vendor_name","vendor_id","address_1","address_2","city","state","zip","award_amount","procurement_type","contract_pdf"
"RIVERS AND ROADS PROVISIONS LLC  CRP PROGRAM","234732","1","1276616","COMPTROLLER-OTHER","2023-05-22T00:00:00.000","2024-11-30T00:00:00.000","2024-04-17T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","Rivers and Roads Provisions LLC","10614877","1259 W Devon Avenue",,"CHICAGO","IL","60660","2160",,
"BACP-CORP-NBDC:","266771","0","1258323","DELEGATE AGENCY",,,"2024-04-17T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","UPTOWN OF CHAMBER OF COMMERCE","105468054A","4753 N BROADWAY STE 822",,"CHICAGO","IL","60640","37500",,
"CDPH-RW-PA: ESS -HRSA PO 116612  Center on Halsted","116612","24","1095441","DELEGATE AGENCY","2019-09-01T00:00:00.000","2025-02-28T00:00:00.000","2024-04-17T00:00:00.000","DEPARTMENT OF HEALTH","CENTER ON HALSTED","62852273V","3656 N HALSTED ST FL 2, 3",,"CHICAGO","IL","60613","155246","RFP",
"CDPH-SHLTRBSDTMS-HLTH: Funded Shelter Services PO 262494 HEARTLAND ALLIANCE HEALTH","266609","0","1208575","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","HEARTLAND ALLIANCE HEALTH","102706926X","208 S LA SALLE ST",,"CHICAGO","IL","60604","800000",,
"DFSS-HHS-CS-CEL:","222577","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EL VALOR CORP. 01|CLEANED-UP","15834348P","1850 W 21ST ST",,"CHICAGO","IL","60608-2715","-777226.4",,
"NON-TARGET MARKET 
MASTER CONSULTING AGREEMENT (RFQ) FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES","225243","0","1222633","PRO SERV CONSULTING $250,000orABOVE","2024-04-09T00:00:00.000","2027-07-31T00:00:00.000","2024-04-16T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","LiRo GIS, Inc.","10566212","3 Aerial Way",,"Syosset","NY","11791","10000000","MASTER AGREEMENT",
"DFSS-HHS-CS-SS:","228718","1","1203693","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","-139014.8",,
"TARGET MARKET 
MASTER CONSULTING AGREEMENT FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES","223827","0","1222627","PRO SERV CONSULTING $250,000orABOVE","2024-04-04T00:00:00.000","2027-07-31T00:00:00.000","2024-04-16T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","SOLAI & CAMERON, INC.","12589700Z","5705 N LINCOLN AVE",,"CHICAGO","IL","60659","30000000","MASTER AGREEMENT",
,"266476","0","N/A","RELEASE REQUISITION",,,"2024-04-16T00:00:00.000","CITY CLERK","CHICAGO SUN-TIMES","41420164A","350 N ORLEANS ST",,"CHICAGO","IL","60654","426.8",,
"DFSS-HHS-CS-CEL:","226384","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CENTERS FOR NEW HORIZONS 01","15427701H","4150 S KING DRIVE EFT",,"CHICAGO","IL","60653","-159862.8",,
"DFSS-HHS-CS-CEL:","225956","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SHINING STAR YOUTH & COMMUNITY SERVICES","94304332V","3012-3016 E 92ND ST",,"CHICAGO","IL","60617","-487.4",,
"DFSS-HHS-CS-SS:","266443","0","1280014","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","A.M. BUS COMPANY, INC.","45149743T","100 W 91ST ST FL 1ST",,"CHICAGO","IL","60620","39500",,
"DFSS-HHS-CS-SS:","229816","2","1167915","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP|CLEANED-UP","90455112P","11 E ADAMS STREET EFT",,"CHICAGO","IL","60603","-4675.9",,
"1252065: Plastic Shut Off Boxes and Cast Iron Valve Boxes (Target Market)","262140","0","1252065","COMMODITIES","2024-04-15T00:00:00.000","2027-04-15T00:00:00.000","2024-04-16T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","T & N CHICAGO, INC.","93816736A","444 N MICHIGAN AVENUE EFT",,"CHICAGO","IL","60611","3595959.6","BID",
"DFSS-HHS-CS-SS:","237625","1","1201338","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NOVACARE SERVICES INC","105470929L","4413 ROOSEVELT RD",,"HILLSIDE","IL","60162","-74581",,
"DFSS-HHS-CS-CEL:","225041","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHRISTOPHER HOUSE","99076565L","1611 W DIVISION STREET EFT",,"CHICAGO","IL","60622","-254713.2",,
"DFSS-HHS-CS-CEL:","223165","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO COMMONS ASSOCIATION 02","5042318T","700 N SACRAMENTO BOULEVARD EFT",,"CHICAGO","IL","60651-3934","-680121.6",,
"NON-TARGET MARKET 
MASTER CONSULTING AGREEMENT (RFQ) FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES","225244","0","1222633","PRO SERV CONSULTING $250,000orABOVE","2024-04-04T00:00:00.000","2027-07-31T00:00:00.000","2024-04-16T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","NEXT GENERATION, INC.","93210373X","800 W 5TH ST STE 202",,"NAPERVILLE","IL","60563","55000000","MASTER AGREEMENT",
"DFSS-HHS-CS-SS:","228833","2","1214017","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP","63437745V","11 E ADAMS ST STE 1500",,"CHICAGO","IL","60603","-14963.5",,
"DFSS-HHS-CS-SS:","228821","2","1214017","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP","63437745V","11 E ADAMS ST STE 1500",,"CHICAGO","IL","60603","-70651.4",,
"CDPH-RW-PA: PCHH-HRSA PO 110215 LAKE COUNTY HEALTH DEPT","258122","1","1042731","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","LAKE COUNTY HEALTH DEPARTMENT","31331941Z","3010 GRAND AVE",,"WAUKEGAN","IL","60085-2321","0",,
"DFSS-HHS-CS-SS:","228720","1","1203693","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","-24470.1",,
"DFSS-HHS-CS-SS:","266445","0","1266241","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SONRISA DENTAL, P.C.","95051459E","2001 S CALIFORNIA AVE",,"CHICAGO","IL","60608","87618",,
"CDPH-RW-PA: PCHH-HRSA PO 116681 UNIVERSITY OF CHICAGO","266437","0","1042731","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","UNIVERSITY OF CHICAGO 03","102573261E","6054 S DREXEL AVE",,"CHICAGO","IL","60637","1287460",,
"CDPH-RW-PA: HIV Screening in Healthcare Settings PO 105441 UNIVERSITY OF CHICAGO","266431","0","1028072","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","UNIVERSITY OF CHICAGO 03","102573261E","6054 S DREXEL AVE",,"CHICAGO","IL","60637","1000000",,
"CDPH-MNTL-HLTH: 311-Mental Health Services Connection - PO 265290 - NAMI","266605","0","1196184","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","NAMI CHICAGO","102690646M","1536 W CHICAGO AVE",,"CHICAGO","IL","60622","237172",,
"DFSS-HHS-CS-CEL:","222197","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALLISON'S INFANT & TODDLER CENTER INC","62751817Z","234 E 115TH ST FL 1ST",,"CHICAGO","IL","60628","-156436.7",,
"CDPH-HIV-HSING: PO 109609 COMMUNITY SUPPORT LIVING SYS","265912","0","1112950","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","COMMUNITY. SUPPORTIVE LIVING SYSTEMS SYSTEMS INC.","3646229T","12231 S EMERALD AVE",,"CHICAGO","IL","60628","92584",,
"CDPH-RW-PA: ESS-HRSA PO 116685 CHICAGO HOUSE AND SOCIAL SERVICE AGENCY","266432","0","1095441","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","CHICAGO HOUSE & SOCIAL SERVICE AGENCY","105470138T","2229 S MICHIGAN AVE  304 EFT",,"CHICAGO","IL","60616","293292",,
"DFSS-HHS-CS-SS:","237630","1","1201338","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NOVACARE SERVICES INC","105470929L","4413 ROOSEVELT RD",,"HILLSIDE","IL","60162","-5408",,
"DFSS-HHS-CS-CEL:CARES","212940","2","1246629","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EASTER SEALS METROPOLITAN CHICAGO, INC.","74356010P","1939 W 13TH ST # 300",,"CHICAGO","IL","60608","-71.9",,
"DFSS-HHS-CS-CEL:","228841","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SALVATION ARMY FAMILY & COMMUNITY SERVICES","25964717T","4800 N MARINE DR","STE 6","CHICAGO","IL","60630-2740","-749091.2",,
"DFSS-HHS-CS-CEL:","222576","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EL VALOR CORP. 01|CLEANED-UP","15834348P","1850 W 21ST ST",,"CHICAGO","IL","60608-2715","-953571.8",,
"DFSS-HHS-CS-CEL:","220491","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION","84007890X","1400 W AUGUSTA BLVD FL 1ST",,"CHICAGO","IL","60642","-7829.6",,
"DFSS-HHS-CS-SS:","237628","1","1201338","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NOVACARE SERVICES INC","105470929L","4413 ROOSEVELT RD",,"HILLSIDE","IL","60162","-7196",,
"DFSS-IDHS-HL-INTHS:","266429","0","1235949","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CORNERSTONE COMMUNITY OUTREACH","11986037E","939 W WILSON AVE",,"CHICAGO","IL","60640","12045",,
"CDPH-STI PROJ: PO 200260 Chicago Abortion Fund","266607","0","1250422","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","Chicago Abortion Fund","10597684","333 W North Ave, #267",,"Chicago","IL","60615","1000000",,
"CDPH-RW-PA: PCHH-HRSA PO 116624 ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO","266435","0","1042731","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO","105476617X","225 E CHICAGO AVE",,"CHICAGO","IL","60611-2605","249368",,
"DFSS-HHS-CS-CEL:CRRSA","215494","2","1240863","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EASTER SEALS METROPOLITAN CHICAGO, INC.","74356010P","1939 W 13TH ST # 300",,"CHICAGO","IL","60608","-24.8",,
"DFSS-HHS-CS-CEL:","228712","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EL HOGAR DEL NINO INC|CLEANED-UP","38673803M","2325 S CALIFORNIA AVE",,"CHICAGO","IL","60608","-134853.2",,
"DFSS-HHS-CS-CEL:","222202","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO YOUTH CENTERS","65101977V","104 S MICHIGAN AVENUE EFT",,"CHICAGO","IL","60603","-176963.9",,
"CDPH-RW-PA: ESS-HRSA PO 116615McDermott Center  
dba Haymarket Center","266439","0","1095441","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","MCDERMOTT CENTER|CLEANED-UP","87075014A","120 N SANGAMON EFT",,"CHICAGO","IL","60607","293392",,
"DFSS-CDBG-HL-ESH:","266424","0","1235949","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CORNERSTONE COMMUNITY OUTREACH","11986037E","939 W WILSON AVE",,"CHICAGO","IL","60640","665566",,
"CDPH-RW-PA: ESS-HRSA PO 116617 SOUTH SIDE HELP CENTER","266434","0","1095441","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","SOUTH SIDE HELP CENTER 01","98146481X","10420 S HALSTED ST",,"CHICAGO","IL","60628","293390",,
"DFSS-HHS-CS-CEL:","220804","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SHINING STAR YOUTH & COMMUNITY SERVICES","94304332V","3012-3016 E 92ND ST",,"CHICAGO","IL","60617","-10229",,
"DFSS-HHS-CS-CEL:","224778","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO YOUTH CENTERS","65101977V","104 S MICHIGAN AVENUE EFT",,"CHICAGO","IL","60603","-344433.6",,
"DFSS-HHS-CS-CEL:","222553","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Community Education Network DBA It Takes a Village Family of Schools","54766027","800 SOUTH WELLS STREET","SUITE  #200","CHICAGO","IL","60607","-8788.2",,
"DFSS-CORP-HS-LSFUC:","266425","0","1292212","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","TRAVELERS & IMMIGRANTS AID'S HEARTLAND ALLIANCE FOR HUMAN NEEDS & HUMAN RIGHTS","105470384M","33 W GRAND AVE",,"CHICAGO","IL","60654","150000",,
"DFSS-HHS-CS-CEL:","222201","3","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP","63437745V","11 E ADAMS ST STE 1500",,"CHICAGO","IL","60603","-154188.7",,
"DFSS-HHS-CS-SS:","228719","1","1203693","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","-258613.7",,
"DFSS-HHS-CS-CEL:ARP","212962","2","1245402","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EASTER SEALS METROPOLITAN CHICAGO, INC.","74356010P","1939 W 13TH ST # 300",,"CHICAGO","IL","60608","-60",,
"CDPH-MNTL-HLTH: PO 265291 THE NIGHT MINISTRY","266606","0","1214777","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","NIGHT MINISTRY","50130252P","4711 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60640-4407","250000",,
"CDPH-HIV-HSING PO 92314 THE CHILDREN'S PLACE ASSOCIATION","266608","0","807174","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","CHILDREN'S PLACE ASSOCIATION","95235374L","700 N SACRAMENTO BOULEVARD EFT",,"CHICAGO","IL","60612","175000",,
"Spec 1043880A: Replacement of Rotunda Air Handling Units (MBI-1)","162839","22","1043880A","CONSTRUCTION-AVIATION",,,"2024-04-16T00:00:00.000","DEPT OF AVIATION","ACCEL CONSTRUCTION SERVICES GROUP, LLC","105473959P","2211 N ELSTON AVE",,"CHICAGO","IL","60614","83490","BID",
"DFSS-HHS-CS-SS:","266444","0","1266241","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","GENERAL ACCOUNTING","SONRISA DENTAL, P.C.","95051459E","2001 S CALIFORNIA AVE",,"CHICAGO","IL","60608","94625",,
"DFSS-IDHS-HL-INTHS:","266428","0","1235949","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CORNERSTONE COMMUNITY OUTREACH","11986037E","939 W WILSON AVE",,"CHICAGO","IL","60640","195973",,
"CDPH-SHLTRBSDTMS-HLTH: Shelter Based Service Teams - PO 224475 Lawndale Christian Conference Center","266610","0","1028575","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","LAWNDALE CHRISTIAN HEALTH CENTER","22398712M","3860 W OGDEN AVE FL 1ST",,"CHICAGO","IL","60623","400000",,
"DFSS-HHS-CS-CEL:","222174","3","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SERENDIPITY CHILD CARE INC","77965915T","1300 W 99TH ST","FL 2ND","CHICAGO","IL","60643","-2362.5",,
"DFSS-CORP-HL-ESH:","266426","0","1235949","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CORNERSTONE COMMUNITY OUTREACH","11986037E","939 W WILSON AVE",,"CHICAGO","IL","60640","157575",,
"DFSS-HHS-CS-CEL:","220490","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION","84007890X","1400 W AUGUSTA BLVD FL 1ST",,"CHICAGO","IL","60642","-29527.4",,
"DOH-CDBG-HCC:","266480","0","1278176","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HOUSING","FAR SOUTH COMMUNITY DEVELOPMENT CORPORATION","104099185M","9923 S HALSTED ST STE D",,"CHICAGO","IL","60628","124000",,
"DFSS-HHS-CS-CEL:","228840","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SALVATION ARMY FAMILY & COMMUNITY SERVICES","25964717T","4800 N MARINE DR","STE 6","CHICAGO","IL","60630-2740","-128371",,
"DFSS-HHS-CS-CEL:","222199","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALLISON'S INFANT & TODDLER CENTER INC","62751817Z","234 E 115TH ST FL 1ST",,"CHICAGO","IL","60628","-186195.9",,
"DFSS-HHS-CS-CEL:","226852","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CENTERS FOR NEW HORIZONS 01","15427701H","4150 S KING DRIVE EFT",,"CHICAGO","IL","60653","-238286.8",,
"DFSS-HHS-CS-CEL:","220807","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","TRINITY UNITED CHURCH OF CHRIST CHILD CARE CENTERS, INC","22149777Z","400 W 95TH STREET EFT ST",,"CHICAGO","IL","60628","-220563.3",,
"NON-TARGET MARKET 
MASTER CONSULTING AGREEMENT (RFQ) FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES","225241","0","1222633","PRO SERV CONSULTING $250,000orABOVE","2024-04-09T00:00:00.000","2027-07-31T00:00:00.000","2024-04-16T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","GUIDEHOUSE INC.","105470231A","135 S LASALLE DEPT  4511",,"CHICAGO","IL","60674-4511","95000000","MASTER AGREEMENT",
"CDPH-RW-PA: Healthcare Access - Foodbank and Home-Delivered Meals PO 94390 HEARTLAND ALLIANCE HEALTH","266433","0","863869-2","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPARTMENT OF HEALTH","HEARTLAND ALLIANCE HEALTH","102706926X","208 S LA SALLE ST",,"CHICAGO","IL","60604","716638",,
"DFSS-HHS-CS-CEL:","222200","2","1070196","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO YOUTH CENTERS","65101977V","104 S MICHIGAN AVENUE EFT",,"CHICAGO","IL","60603","-382722.2",,
"DFSS-HHS-CS-CEL: EARLY HEAD START EXPANSION","227812","2","1167915","DELEGATE AGENCY",,,"2024-04-16T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO YOUTH CENTERS","65101977V","104 S MICHIGAN AVENUE EFT",,"CHICAGO","IL","60603","-221617",,
"DFSS-CDBG-HL-ESH:","266346","0","1235949","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CASA CENTRAL SOCIAL SERVICES CORPORATION","12727336M","1343 N CALIFORNIA AVE",,"CHICAGO","IL","60622","351657",,
"CDPH-HIV-HSING: PO 92312 CHICAGO HOUSE AND SOCIAL SERVICE AGENCY","92312","8","807174","DELEGATE AGENCY","2019-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-15T00:00:00.000","DEPARTMENT OF HEALTH","CHICAGO HOUSE & SOCIAL SERVICE AGENCY","105470138T","2229 S MICHIGAN AVE  304 EFT",,"CHICAGO","IL","60616","879628","RFP",
"DOH-CDBG-SARFS:","266321","0","1278823","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPARTMENT OF HOUSING","LATIN.UNITED.COMMUNITY.HOUSING.A. SERVICES","3971023V","3541 W NORTH AVE",,"CHICAGO","IL","60647","237000",,
"DFSS-CORP-YS-OST:","266360","0","1246129","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO YOUTH BOXING CLUB, INC.","94141280Z","2300 S MILLARD AVE",,"CHICAGO","IL","60623","54000",,
"CDPH-HIV-HSING: PO 193943 Alliance Care 360","193943","2","807174","DELEGATE AGENCY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-15T00:00:00.000","DEPARTMENT OF HEALTH","ALLIANCE CARE 360","105478801T","2929 S WABASH AVE STE 202",,"CHICAGO","IL","60616","191000","RFP",
"DFSS-CORP-YS-OST:","266361","0","1246129","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","HOLY FAMILY MINISTRIES","77983397X","3415 W ARTHINGTON ST",,"CHICAGO","IL","60624","54000",,
"DFSS-IDHS-CS-CCO:","237140","1","1278053","DELEGATE AGENCY","2023-07-01T00:00:00.000","2024-08-31T00:00:00.000","2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","TRINITY UNITED CHURCH OF CHRIST CHILD CARE CENTERS, INC","22149777Z","400 W 95TH STREET EFT ST",,"CHICAGO","IL","60628","200000","RFP",
"DFSS-CORP-YS-OST:","266362","0","1247493","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","TOGETHER CHICAGO INC","105457835H","222 S RIVERSIDE PLZ",,"CHICAGO","IL","60606","72000",,
"DFSS-CORP-YS-OST:","266364","0","1246129","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NORTHWESTERN UNIVERSITY","27481184P","750 N LAKE SHORE DR RM 540",,"CHICAGO","IL","60611","108000",,
"DFSS-CDBG-HL-ESH:","266348","0","1235949","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CORNERSTONE COMMUNITY OUTREACH","11986037E","939 W WILSON AVE",,"CHICAGO","IL","60640","715126",,
"DOH-CDBG-SARFS:","266404","0","1278823","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPARTMENT OF HOUSING","NORTHSIDE COMMUNITY DEVELOPMENT CORPORATION|CLEANED-UP","94547541L","1530 W MORSE AVENUE EFT",,"CHICAGO","IL","60626","259750",,
"DFSS-CDBG-HL-ESH:","266409","0","1235949","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","DEBORAH'S PLACE 01","38790980A","2822 W JACKSON EFT",,"CHICAGO","IL","60612","80590",,
"DFSS-CDBG-HL-HMLPREV:","266405","0","1236028","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","HEARTLAND HUMAN CARE SERVICES, INC.","102485360M","208 S LASALLE STREET EFT  6026",,"CHICAGO","IL","60604","74236",,
"MOPD-CDBG-PAHMS:","266282","0","1221560","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","OFFICE FOR PEOPLE WITH DISABILITIES","ASI, INC.","93792297Z","2619 W ARMITAGE AVENUE EFT",,"CHICAGO","IL","60647-4208","470000",,
"DOH-CDBG-SARFS:","266322","0","1278823","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPARTMENT OF HOUSING","NORTH BRANCH WORKS","102527385L","1866 N MARCEY ST",,"CHICAGO","IL","60614","237000",,
"DFSS-CORP-YS-OST:","266354","0","1246129","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHILDREN'S PLACE ASSOCIATION","95235374L","700 N SACRAMENTO BOULEVARD EFT",,"CHICAGO","IL","60612","54000",,
"DOH-CDBG-SARFS:","266398","0","1278823","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPARTMENT OF HOUSING","CHINESE AMERICAN SERVICE LEAGUE, INC.","30779553M","2141 S TAN CT FL 2ND",,"CHICAGO","IL","60616","259750",,
"1201402: Milwaukee Avenue Section 5 Improvements W. Logan Boulevard to W. Belmont Avenue","257879","0","1201402","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-15T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","CAPITOL CEMENT CO INC","15244443L","6231-6233 N PULASKI RD",,"CHICAGO","IL","60646","27413630.8","BID",
"DFSS-CORP-YS-OST:","266359","0","1246129","DELEGATE AGENCY",,,"2024-04-15T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","PROJECT EXPLORATION","102549293X","4511 S EVANS AVE",,"CHICAGO","IL","60653","189000",,
