"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"67783abe4e6ab479e8624131b64ddab32fbec56be906099ec83e188953b13139dbb54b2288b9aecec8b31e748a5a303831911968810c6730ad62e7a87f176637",,"2024-05-09T09:48:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OTHER NONCOLLISION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T09:50:00.000","NOT APPLICABLE","NOT APPLICABLE","3225","S","WESTERN AVE","912",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","5","5","41.834884847","-87.68441071","POINT (-87.684410709816 41.834884847016)"
"4895b7af5ff6db62fd1c64a79a7d9aee13c2bfe067a8180456642fb0ad44f4198871d05e90befd982aa0376173f89b07cbf0f130e89bf7d1c5f2dfd020fe2b92",,"2024-05-09T09:47:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-09T10:33:00.000","IMPROPER TURNING/NO SIGNAL","IMPROPER TURNING/NO SIGNAL","2000","W","FULTON ST","1223",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","9","5","5","41.886879758","-87.676916772","POINT (-87.676916772121 41.886879757638)"
"b433764831f40c4b94e5d42bc9dc4e9f222bcbb80282edfecbdd67fe4f7e412966b3cd3160293c8ae6442f8dd3fd710094a4d974674a9219a3710871cc0b3900",,"2024-05-09T09:45:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T11:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2940","N","ASHLAND AVE","1931",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","5","5","41.935472033","-87.668654543","POINT (-87.668654543143 41.935472032732)"
"e0c41c7ab9bc646ca5601aa6e3538331c9c16bc1bc630a0ba44d03ff2af52337674906e1b01fd00875e86a2af494a2f02aa02e27adadb0bcc5aad9935a672423",,"2024-05-09T09:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T13:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","703","S","SEELEY AVE","1225",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","5","41.873166303","-87.677454663","POINT (-87.677454662891 41.873166303261)"
"ab10505bd1b4fd39c42f038b2bee99ffb53762796d71ed62c6da89950b55bbab9e42a3e5e2ef0a64f1d84e0ff2d48a2b9e9b883766a3feefe7aac165e8167775",,"2024-05-09T09:40:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","REAR END","OTHER",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-09T09:48:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","401","N","COLUMBUS DR","1834",,,,,,,"3","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","9","5","5","41.888623967","-87.620392147","POINT (-87.620392146972 41.888623966571)"
"354c64cb753119960619b65b4d3af334e912cee69dcf22efad27745d09bf933b4511530ddd7d8c7dd245139d171a15eb2964a42847f5d739a3a285da86ca66c0",,"2024-05-09T09:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T09:35:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","IMPROPER BACKING","4414","S","EVANS AVE","221",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","9","5","5","41.814479549","-87.608455051","POINT (-87.608455051394 41.814479549147)"
"56d5281c7f1cd5561700ae2d6665eea3aadb14e3d0efdb864a16ce1b28df09a5f54ab56165b196ab4a69deeac09f1e3137106e4cca3b75db80a247ef76577ea6",,"2024-05-09T09:10:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","OTHER OBJECT","OTHER",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T09:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","106","W","79TH ST","623",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","5","5","41.75101306","-87.62733177","POINT (-87.62733176999 41.751013059819)"
"8089e10429d81934a4a41ff4777dc184127c5db421d1d4ed5c2f8d61ab08cf838666cc634a8827222646bdb8d8df2825e1c4510ef25f12a891cda6c3559f8791",,"2024-05-09T09:00:00.000","30","STOP SIGN/FLASHER","OTHER","RAIN","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-05-09T09:01:00.000","FAILING TO YIELD RIGHT-OF-WAY","DISREGARDING STOP SIGN","1427","W","91ST ST","2222",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","5","41.728457324","-87.659140314","POINT (-87.659140314038 41.728457324167)"
"c4503b2554937797c748376a8023a3ac7e3ab7e1b0eaa3cc0f2c6d4b30d4b806a533531105e7d5f89562f5a5eb74faa1f48599a6059f94ea979de93066044f30",,"2024-05-09T09:00:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","TURNING","CENTER TURN LANE",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-05-09T09:02:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","4835","N","WESTERN AVE","2031",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","9","5","5","41.969693264","-87.68879319","POINT (-87.688793189663 41.969693264065)"
"e552ab5117f4533ad0ecfde2876861a9fd854397311b74effa9685c42a504440ef3fe28588384f9098f6777b0ca5d2fe5458825bbb93bf25de8fed293d16aa19",,"2024-05-09T09:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T11:16:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8705","S","STONY ISLAND AVE","412",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","9","5","5","41.736714706","-87.585061351","POINT (-87.58506135104 41.736714706069)"
"d67f2afb8a147e97a9e4421651062f785da88414decf63cfe808e6d343b1f48fb38b4f35ea93ddebab5bf59cc9e6fb221758cc9275a9047a5025688f8c879a9d","Y","2024-05-09T08:53:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T08:56:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3633","W","MADISON ST","1122",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.880726051","-87.717303568","POINT (-87.71730356767 41.880726051354)"
"bdafbb4e0dc136255a2c29fd5c1c49ea79fb8dd3e07c90ae1ba451813483b249d49c3883891c4a1ead55a2f8bd0abb76d2aef546cf83209d139907cd568828d4",,"2024-05-09T08:50:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T08:59:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","6100","W","ADDISON ST","1633",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.945855335","-87.779062675","POINT (-87.779062674703 41.945855334828)"
"6a95b5b07a127889790d3a0a1ebb897234a91be411a059ce3e2e813dff3c56a79289ed5b2f80fad8eac879950be1b7f107806847cdb741baf22be51ccb28b69b",,"2024-05-09T08:45:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DUSK","OTHER OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","RUT, HOLES","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-09T09:11:00.000","WEATHER","UNABLE TO DETERMINE","5128","W","WASHINGTON BLVD","1532",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.881820924","-87.753821538","POINT (-87.753821537723 41.881820923566)"
"79c86515ff50775bd29033e3f9cf6b84124b3b6e126c56d779d02d7fe7feb3764622e515f33998d397e04d03b51d08eec9f5abb8ca2a0d66e5ae5625d2aff87e",,"2024-05-09T08:45:00.000","20","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T08:47:00.000","FAILING TO YIELD RIGHT-OF-WAY","IMPROPER LANE USAGE","3301","N","LAKE SHORE DR","1925",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.94237966","-87.639828638","POINT (-87.63982863849 41.942379660212)"
"9b5d70d20b38ebc58c1ea2510ea62b1354782fca8be0ff59d927090053c7ff1a28fe63feceb4e6596b73f1bc268f7a42681fc39ffccf5bd157beae338aa49cd0",,"2024-05-09T08:45:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T11:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2345","S","MARSHALL BLVD","1033",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.848752737","-87.698854038","POINT (-87.698854037626 41.848752736519)"
"44e864d564e6527216f4506c3b916f01158ea67b5ca453e05d888068bbdebf5fe24475ddd79e74412d6035ce70aa28bf662774d677eb1719d1e9e729f4eccdc8",,"2024-05-09T08:43:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","REAR TO SIDE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T08:43:00.000","DISREGARDING STOP SIGN","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","2899","N","SACRAMENTO AVE","1411",,"Y",,,,,"3","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","8","5","5","41.933797546","-87.702422666","POINT (-87.702422666177 41.933797546125)"
"5f0ad4d9bb4fba1ae582358c86a89efe486057f874f54c6c83a1876cd6ab1f28c80fe2a0cc81184a6f0892378b3bd3eb3df2f741db3a221ccecc5caffa6dcef0",,"2024-05-09T08:40:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T13:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3500","W","MC LEAN AVE","1413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.918344268","-87.713620045","POINT (-87.713620044757 41.918344268261)"
"78c57e3f7618c7c6c29af5248848a40d12d1a82bae4700010a32c8bd013b2d50bd38d293cc4bf605564739ed76294f73240184813a9b1c826c9d14bfde04d0ef",,"2024-05-09T08:35:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","UNKNOWN","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T09:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1332","N","HALSTED ST","1822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.906038265","-87.648291719","POINT (-87.648291718529 41.90603826468)"
"b50a68f61556ccdb90e230561e6d1efc2f6b865c5255adb95f3b0839612a2eea933b43e1e3bdb8f8754c04784a73c5324148ad3b729ad05f50a2d750cc25fd6c",,"2024-05-09T08:35:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","ANGLE","T-INTERSECTION",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T09:05:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","1527","W","CORTLAND ST","1433",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","4","0","8","5","5","41.916362532","-87.666311232","POINT (-87.666311231958 41.91636253151)"
"cf63ea9c51053e8bb4333c9655597aec52cb2a56af6e16942872ccc4b52c639dca59baa5b1a9fe75bf502ceb849e07f6c1ba00e1d5682d5bd3d321a34821dba2",,"2024-05-09T08:35:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-09T09:15:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","121","N","LA SALLE ST","122",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.883764598","-87.632275354","POINT (-87.632275353537 41.883764598103)"
"f5eccb9b1c36abf07637ca39bc974918e01a0fcfa1bd9b0053525df6384a8e41ac2e52a050c17c2e48074ea0dfa9d2c6acc747dfc905abf2fa684c60c408d3eb",,"2024-05-09T08:35:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T09:23:00.000","UNABLE TO DETERMINE","WEATHER","3958","W","115TH ST","2211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.684078605","-87.719944982","POINT (-87.719944981714 41.684078605278)"
"0c72a89275170b99d36d6b76410e69c9e0d43288fa4e1b8baacfe48abe58de7f15a9e7cf6ada174f65e8ba7b76b92d266e06aadd3aaaa2afb14e0a8d9190250d","Y","2024-05-09T08:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T10:20:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","13000","S","GREENWOOD AVE","533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","5","5","41.658476902","-87.597627455","POINT (-87.597627454986 41.65847690246)"
"2103f92d81f04292b97ec0d62587dcd0467634b514f9ff146ef39fbc5514d1071c9048284f7a9358172bf89d8b565e8a49d09e287ecba9726f1343fa5c6a7d4f",,"2024-05-09T08:30:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T18:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2100","N","CENTRAL AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.918211215","-87.765922165","POINT (-87.765922165139 41.918211215443)"
"3df474590e325198bd5a6ba6781b93608b0416545625543f1726b883e43bd66359b67ef7baa3c4a1802da0ca5371121cfa3aba93a18ccc1ef1bbcf61e86a103f",,"2024-05-09T08:30:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T18:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6633","S","WOODLAWN AVE","321",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","5","5","41.774062694","-87.595909716","POINT (-87.595909715571 41.774062693774)"
"6213ec675a9d5dbc712024617e5187511bf87ad91d0a2e61608b7434170ac007794aaf15ca79bbb0005b3200e6e090ada7dcf05169b545c5260b4473d93bfc21",,"2024-05-09T08:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T19:00:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","800","E","83RD ST","631",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.744080355","-87.604973661","POINT (-87.604973660894 41.744080355252)"
"74b8efc509308f90b2754c91a0188ea5154779c2e286b65fb860f8b2cd1ce45a01eb4dd8ade2f05d0d11e8ecab372c1a5029311e49f1dde280a2e98a636fdd03",,"2024-05-09T08:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","FIXED OBJECT","ALLEY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2024-05-09T08:31:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","WEATHER","1410","N","TALMAN AVE","1423",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","5","5","41.907077081","-87.693398929","POINT (-87.693398928755 41.90707708146)"
"884cdd63575fd604cf003092746cbac7a968f227a095474a9031858f8c405be977540177b23a819b0f347e18a232721787c0d90fdb33522cd031bee776cee581",,"2024-05-09T08:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS",,"INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-09T08:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2354","N","MILWAUKEE AVE","1414",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","10","0","8","5","5","41.92391202","-87.699225552","POINT (-87.69922555194 41.923912020163)"
"a6208b2e1a6b817bca0e44cfbdce8e06edc21052c3706e34002556a52274785d93a3424332e00adead47406e97ac7ced1bfddbe6914dc36126102dd99082e63f",,"2024-05-09T08:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T08:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4841","W","DIVERSEY AVE","2521",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","5","5","41.931401865","-87.748242529","POINT (-87.748242528844 41.9314018646)"
"de80370306f955f3c82932f11bbf38115e0b2d7088ad9d85c1e0cbdaf4d2e9cd2be0013dfd93f17da6af5885a7a26f370c2796195a49fe156b9c73404dab5406",,"2024-05-09T08:30:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T09:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","802","N","STATE ST","1832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.896786527","-87.628348935","POINT (-87.628348934533 41.896786527468)"
"a9ea0cf68b6469792054ea0a87081195625a4b48c5c22e95b28d181eb542c39402c12c72cc0223432849b8f033297ef3a44e6fe3964bde13e457220621fa243b",,"2024-05-09T08:27:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T09:25:00.000","FAILING TO YIELD RIGHT-OF-WAY","DISREGARDING STOP SIGN","3400","W","79TH ST","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.749903242","-87.707348392","POINT (-87.707348392008 41.749903241984)"
"2779b6ae7a258cad7b1277bd2e1649f7a971cc2afefcd7e5ae9240e379919ab05c595ad51f522f82255304c4be5b3f6f879f7b4685606a4a73e1eddfcf669945",,"2024-05-09T08:25:00.000","25","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","REAR TO FRONT","ONE-WAY",,"CURVE ON GRADE","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T08:30:00.000","IMPROPER BACKING","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","10255","W","ZEMKE RD","1654",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.994793386","-87.88270766","POINT (-87.882707659516 41.994793386112)"
"060498ac4f71897972134ca8f11ce2659843c9ee5d89804f7f671714245074c89d178fc710150d6701a453cc9ee72a2315290294e1caa1fc5b66f365a9f4667d",,"2024-05-09T08:21:00.000","30","STOP SIGN/FLASHER","UNKNOWN","RAIN","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-09T09:22:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1599","W","107TH ST","2212",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","5","5","41.699289969","-87.662071518","POINT (-87.662071518487 41.699289969432)"
"12264ab23bf9d71a7d5ffd35e5bc61c8f72ccb02cc69357c1714e7c014797eed2bb343fbb91a258db2023278b12c3bd99c9198c5321a615f53606856d21b5e60",,"2024-05-09T08:20:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T11:05:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5054","N","CALIFORNIA AVE","2031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.973826638","-87.699008231","POINT (-87.69900823119 41.973826637589)"
"1bf7f776aa563368936caa09c4760f7b7d2cea2af0551e58a68bfb852b72994cc110bf056ad8bcba89444eac49ff27d3db745c32bf1563169a6002b932455207",,"2024-05-09T08:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T08:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3935","W","OGDEN AVE","1013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","5","5","41.851340388","-87.723728831","POINT (-87.723728831144 41.851340387599)"
"53106c2c233beb3687135515e1d1deab8d6a95ab4a695b46d3437349097ea3c867fd63c122f85e8d3c16097f58d111666706b1a88d4337dab6c0254c0a57a3d9",,"2024-05-09T08:20:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-09T10:10:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","4600","S","ROCKWELL ST","922",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.810119072","-87.689522026","POINT (-87.689522025931 41.810119071558)"
"9c3299b777b76e63de0bc8f59c2c358aa419c264ac87b7fc69459bcb24104a31533cedbee75ba6ba989e14533cd1b406cd5a19b9f6255e131eb7f342797b3912",,"2024-05-09T08:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2024-05-09T10:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","641","N","HALSTED ST","1214",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","5","5","41.893463913","-87.647526295","POINT (-87.64752629548 41.893463912669)"
